# 3D point list with one line of data per point
#  POINT_ID, X, Y, Z, R, G, B, ERROR
39265 10.857392 2.344908 1.892302 57 51 25 0
39266 14.822309 2.318420 1.876719 67 59 40 0
39267 14.895059 2.314271 1.909232 64 57 38 0
39268 10.297854 2.457572 1.874931 52 51 26 0
39269 10.378080 2.446293 1.851713 69 61 34 0
39270 10.585348 2.473734 1.882885 103 97 76 0
39271 10.751834 2.444262 1.863527 60 55 28 0
39272 10.836866 2.453065 1.916483 61 56 33 0
39273 10.957561 2.401191 1.867997 56 52 42 0
39274 14.839890 2.418267 1.931742 77 71 54 0
39275 14.913227 2.421384 1.917959 70 64 44 0
39276 15.079278 2.467004 1.907615 81 73 54 0
39277 15.217837 2.505798 1.927496 90 81 60 0
39278 15.373387 2.523864 1.879453 84 77 58 0
39279 15.508069 2.500938 1.884756 80 73 55 0
39280 15.676506 2.519594 1.869798 91 82 60 0
39281 9.071800 2.662623 1.891085 48 50 18 0
39282 10.347081 2.563534 1.829999 54 50 24 0
39283 10.362623 2.561603 1.805197 63 61 33 0
39284 10.914894 2.559370 1.873809 55 48 24 0
39285 11.015027 2.561503 1.822116 80 73 42 0
39286 11.182988 2.604438 1.886595 62 61 38 0
39287 11.365788 2.662520 1.890868 92 71 43 0
39288 11.456939 2.681181 1.881883 78 63 35 0
39289 11.621458 2.610855 1.912691 72 65 47 0
39290 13.786636 2.698117 1.801465 54 49 29 0
39291 13.899933 2.631458 1.826346 43 41 18 0
39292 14.009024 2.652792 1.837905 42 40 17 0
39293 14.179947 2.648375 1.850629 45 42 19 0
39294 14.307619 2.665187 1.872706 45 41 19 0
39295 14.483335 2.679128 1.897107 48 42 21 0
39296 14.635352 2.642348 1.909523 45 42 21 0
39297 14.750122 2.580364 1.942185 48 44 22 0
39298 14.957518 2.616372 1.942150 51 45 22 0
39299 15.100183 2.593446 1.922153 55 49 25 0
39300 15.205112 2.596739 1.917479 58 52 29 0
39301 15.387244 2.604146 1.861803 79 69 47 0
39302 15.521047 2.671196 1.886637 53 48 27 0
39303 11.512721 2.716321 1.858714 84 74 52 0
39304 11.580158 2.732036 1.860695 114 106 88 0
39305 12.800964 2.706682 1.934091 33 35 8 0
39306 13.778596 2.819942 1.822020 48 42 19 0
39307 13.885324 2.768597 1.849784 46 42 18 0
39308 14.017141 2.774633 1.874605 45 41 17 0
39309 14.155899 2.772698 1.890355 45 41 17 0
39310 14.328903 2.753126 1.901089 44 41 17 0
39311 14.449203 2.721868 1.933385 44 41 16 0
39312 14.610787 2.708386 1.896071 48 42 18 0
39313 14.769300 2.727935 1.881336 47 43 22 0
39314 14.953152 2.755633 1.893440 49 44 23 0
39315 15.120563 2.744618 1.935457 56 49 29 0
39316 15.228257 2.751155 1.918253 62 56 36 0
39317 15.400259 2.778210 1.870373 55 50 30 0
39318 15.491964 2.738158 1.886527 50 46 25 0
39319 15.600627 2.707654 1.867283 45 41 20 0
39320 10.029095 2.899467 1.894692 58 50 23 0
39321 10.117259 2.933001 1.931477 58 52 24 0
39322 10.254424 2.955586 1.936706 71 59 33 0
39323 10.355129 2.981491 1.947403 82 66 44 0
39324 11.963594 2.993439 1.902970 44 45 17 0
39325 13.460803 2.928018 1.873286 47 45 14 0
39326 13.590049 2.961272 1.857494 42 43 16 0
39327 13.708537 2.958871 1.867596 42 43 17 0
39328 13.845646 2.922624 1.861441 43 43 18 0
39329 14.037942 2.902119 1.889607 43 41 17 0
39330 14.187201 2.924308 1.911784 43 40 18 0
39331 14.304519 2.958739 1.918456 43 41 16 0
39332 14.409114 2.852860 1.804577 48 42 24 0
39333 14.622909 2.906019 1.809477 46 40 16 0
39334 14.771514 2.918514 1.831324 44 39 18 0
39335 14.947433 2.947987 1.838891 48 43 22 0
39336 15.063291 2.935249 1.840675 50 46 25 0
39337 15.228505 2.896205 1.848600 53 48 27 0
39338 15.374701 2.863785 1.860436 56 51 31 0
39339 23.172356 2.968464 1.928179 128 114 92 0
39340 10.022254 3.056219 1.919761 70 76 47 0
39341 10.091334 3.093027 1.925391 79 87 61 0
39342 10.447594 3.104522 1.941963 52 54 22 0
39343 11.461864 3.064925 1.844787 44 46 19 0
39344 11.945077 3.085599 1.882731 87 83 56 0
39345 12.076949 3.081613 1.871752 77 73 50 0
39346 12.226268 3.103070 1.871709 81 73 49 0
39347 12.364911 3.117062 1.885895 111 88 58 0
39348 12.505090 3.143556 1.889153 177 141 98 0
39349 13.480687 3.076791 1.809808 52 45 25 0
39350 13.582384 3.051322 1.840616 47 46 21 0
39351 13.710814 3.041000 1.893238 45 44 17 0
39352 13.851244 3.092763 1.934141 52 47 23 0
39353 14.083889 3.001411 1.931019 36 37 14 0
39354 14.244251 3.001155 1.916955 53 55 25 0
39355 14.339479 3.010995 1.922504 42 42 18 0
39356 14.413326 3.031903 1.946040 44 44 18 0
39357 23.141823 3.095869 1.907303 69 61 42 0
39358 10.220072 3.152238 1.937672 67 72 44 0
39359 11.958575 3.167699 1.830824 98 86 43 0
39360 12.064025 3.176278 1.870707 97 86 49 0
39361 12.240690 3.193567 1.870247 91 88 61 0
39362 12.378313 3.218681 1.862912 117 110 86 0
39363 12.496569 3.237670 1.854704 123 116 95 0
39364 11.361967 3.434305 1.899216 69 60 37 0
39365 11.436038 3.438926 1.836727 119 96 63 0
39366 11.683710 3.408467 1.821719 126 108 74 0
39367 11.730492 3.436844 1.835204 115 95 63 0
39368 12.100716 3.434191 1.824031 185 145 105 0
39369 12.238596 3.425225 1.861100 90 79 50 0
39370 12.362916 3.387323 1.879207 78 79 39 0
39371 12.522506 3.373465 1.878376 87 90 43 0
39372 12.660489 3.389268 1.853286 98 91 59 0
39373 12.751822 3.445006 1.886424 66 68 32 0
39374 23.133829 3.423710 1.904821 118 102 78 0
39375 11.387702 3.470560 1.887720 63 57 33 0
39376 11.445359 3.518612 1.845471 70 62 34 0
39377 11.606183 3.543091 1.842805 75 70 42 0
39378 11.764791 3.478590 1.852941 118 101 68 0
39379 11.914693 3.519756 1.897696 91 83 55 0
39380 12.102487 3.553593 1.924735 47 47 22 0
39381 12.226757 3.477557 1.882687 126 101 69 0
39382 12.363344 3.509910 1.878818 177 149 107 0
39383 12.532173 3.485878 1.892422 77 77 43 0
39384 12.682597 3.495283 1.867051 47 51 24 0
39385 12.814779 3.503143 1.907321 54 56 28 0
39386 12.945021 3.518574 1.933358 53 55 26 0
39387 13.727472 3.475797 1.822862 69 65 42 0
39388 14.077864 3.568494 1.858353 67 65 46 0
39389 14.152102 3.584506 1.876585 67 65 47 0
39390 23.082787 3.515066 1.848972 88 78 58 0
39391 23.136517 3.528276 1.925648 79 71 54 0
39392 10.962773 3.692688 1.801790 118 93 54 0
39393 11.120426 3.732416 1.817247 54 52 28 0
39394 11.367455 3.704120 1.928384 171 146 95 0
39395 11.448408 3.663691 1.874977 82 76 43 0
39396 11.602945 3.680347 1.889233 61 57 30 0
39397 11.722189 3.624578 1.930457 58 54 29 0
39398 12.181211 3.619989 1.937228 84 77 49 0
39399 12.554550 3.610405 1.912756 191 171 124 0
39400 12.646080 3.627206 1.901033 219 177 127 0
39401 14.088246 3.656022 1.897110 92 93 78 0
39402 14.173114 3.632987 1.883709 102 97 77 0
39403 14.295994 3.664650 1.898125 95 88 65 0
39404 14.445582 3.705498 1.878285 176 141 103 0
39405 14.725282 3.746272 1.883813 63 60 42 0
39406 23.077656 3.674453 1.851976 88 76 56 0
39407 23.120491 3.680573 1.927098 87 74 55 0
39408 11.064735 3.837620 1.809270 80 75 53 0
39409 11.169835 3.833433 1.826158 90 83 57 0
39410 11.331063 3.838796 1.881035 63 58 30 0
39411 11.505248 3.817704 1.919909 91 79 50 0
39412 11.614039 3.827556 1.895336 98 85 55 0
39413 11.754317 3.844211 1.864590 107 100 65 0
39414 14.622550 3.768510 1.889845 106 101 86 0
39415 14.785661 3.793116 1.891313 92 88 69 0
39416 14.902900 3.860129 1.899915 120 119 104 0
39417 23.082235 3.753733 1.837577 121 110 88 0
39418 23.147148 3.818421 1.925411 96 87 69 0
39419 11.091473 3.919434 1.813429 96 86 62 0
39420 11.165436 3.935879 1.827167 81 76 55 0
39421 11.332578 4.014918 1.878447 58 55 32 0
39422 11.446346 3.978631 1.923011 88 79 50 0
39423 11.604147 3.932857 1.940523 63 66 40 0
39424 11.784256 3.975646 1.941848 115 103 71 0
39425 11.946938 3.958668 1.938101 74 76 44 0
39426 12.075515 4.014149 1.941527 59 59 33 0
39427 13.633415 3.962721 1.875570 111 102 69 0
39428 13.705595 3.976372 1.871475 117 110 78 0
39429 13.847655 4.008267 1.875322 108 100 71 0
39430 14.039472 4.034850 1.870293 110 108 71 0
39431 14.166600 4.039616 1.846533 166 149 113 0
39432 14.361773 4.016856 1.894857 88 87 55 0
39433 14.444916 4.038596 1.911419 82 85 54 0
39434 14.660048 4.016778 1.813925 218 219 132 0
39435 14.731868 4.035907 1.844944 233 213 145 0
39436 14.930305 3.965327 1.892060 135 120 102 0
39437 15.039486 3.909409 1.888196 123 131 118 0
39438 23.175205 3.970652 1.912015 99 90 71 0
39439 11.052319 4.167382 1.894527 141 116 75 0
39440 11.218038 4.113604 1.901338 102 90 60 0
39441 11.301897 4.071483 1.914121 73 67 42 0
39442 11.443602 4.084806 1.891641 73 71 48 0
39443 13.771161 4.080539 1.920558 96 82 56 0
39444 13.882733 4.093922 1.881107 153 128 92 0
39445 14.046721 4.107871 1.870400 174 145 103 0
39446 14.186100 4.105912 1.859738 189 171 132 0
39447 14.319512 4.113575 1.876134 156 137 100 0
39448 14.467399 4.092707 1.890969 143 131 103 0
39449 14.626272 4.132871 1.831342 229 224 194 0
39450 14.750154 4.092462 1.874961 187 174 129 0
39451 14.918963 4.089440 1.921119 126 104 72 0
39452 15.021996 4.107656 1.944495 88 72 48 0
39453 23.184320 4.115679 1.875668 100 92 73 0
39454 23.250895 4.059237 1.940109 123 118 102 0
39455 10.921106 4.291209 1.940457 76 72 38 0
39456 11.038580 4.274237 1.873557 121 118 82 0
39457 11.111341 4.289653 1.806523 210 198 148 0
39458 14.241509 4.202412 1.928528 88 99 69 0
39459 14.346482 4.221375 1.865527 128 107 73 0
39460 14.507540 4.306541 1.865884 158 133 95 0
39461 14.606174 4.273582 1.853341 201 175 139 0
39462 14.717385 4.294105 1.867102 228 208 176 0
39463 23.212782 4.234366 1.821236 122 119 108 0
39464 23.322474 4.271092 1.903866 101 91 77 0
39465 10.924683 4.432408 1.863018 170 163 128 0
39466 11.004417 4.412915 1.877827 152 148 112 0
39467 14.066738 4.451923 1.875380 100 79 48 0
39468 14.188127 4.478290 1.860862 146 107 69 0
39469 14.293951 4.483032 1.830734 135 106 67 0
39470 14.484624 4.431923 1.875516 129 104 69 0
39471 14.594390 4.401498 1.866133 166 140 104 0
39472 14.728513 4.368861 1.937638 184 150 109 0
39473 23.331234 4.374123 1.850935 106 97 79 0
39474 23.433086 4.438334 1.893590 100 92 73 0
39475 10.936583 4.522235 1.861036 216 203 175 0
39476 10.991743 4.545274 1.880045 235 223 201 0
39477 14.220273 4.505601 1.919673 112 88 53 0
39478 14.320633 4.515772 1.897860 131 98 58 0
39479 14.505369 4.561425 1.868746 139 108 71 0
39480 14.558545 4.558362 1.863965 147 113 77 0
39481 23.495239 4.555781 1.860144 98 88 70 0
39482 23.573105 4.593679 1.915411 84 82 67 0
39483 14.514266 4.760574 1.824262 118 100 66 0
39484 14.595024 4.776189 1.924776 75 77 44 0
39485 23.534115 4.669940 1.818151 102 103 86 0
39486 23.614054 4.717971 1.881072 93 87 72 0
39487 14.540606 4.921472 1.849200 198 182 129 0
39488 14.632696 4.887630 1.879870 191 175 131 0
39489 14.749820 4.858443 1.920258 109 99 64 0
39490 23.618195 4.828084 1.828042 94 86 68 0
39491 23.741890 4.892473 1.888903 90 84 68 0
39492 14.377711 5.032201 1.911662 178 172 151 0
39493 14.440063 5.055542 1.902879 230 228 205 0
39494 14.595363 5.005528 1.874870 192 158 109 0
39495 14.711971 5.094836 1.900272 238 199 136 0
39496 23.792271 4.998309 1.895150 116 108 90 0
39497 23.868200 5.056670 1.902338 89 87 72 0
39498 14.438672 5.102887 1.923801 245 235 207 0
39499 23.834736 5.126195 1.869518 122 115 100 0
39500 23.911160 5.179427 1.891733 100 92 75 0
39501 24.037350 5.235731 1.938205 88 85 69 0
39502 10.414902 5.390885 1.908765 78 65 43 0
39503 23.926340 5.291759 1.824201 151 138 120 0
39504 24.025009 5.348976 1.893631 127 121 105 0
39505 10.443700 5.486439 1.891893 113 100 72 0
39506 14.227112 5.500914 1.897488 240 235 213 0
39507 14.320525 5.511703 1.896293 238 230 211 0
39508 14.421652 5.515027 1.915949 254 255 254 0
39509 24.075209 5.422765 1.874456 75 67 48 0
39510 24.179514 5.469791 1.923899 125 116 106 0
39511 10.464789 5.619133 1.888752 183 151 110 0
39512 14.337198 5.563927 1.917214 242 232 208 0
39513 24.251448 5.603450 1.885439 109 103 88 0
39514 24.393345 5.770964 1.852016 123 115 101 0
39515 24.485075 5.797483 1.918848 131 127 108 0
39516 15.271544 5.999636 1.939570 109 78 53 0
39517 18.872295 5.988857 1.841435 125 124 100 0
39518 18.988108 5.966709 1.879028 134 121 76 0
39519 24.617290 5.921276 1.888455 112 101 89 0
39520 15.258734 6.076824 1.934870 135 103 73 0
39521 15.325836 6.049004 1.939823 118 85 59 0
39522 18.983995 6.014408 1.882973 134 126 100 0
39523 14.938193 6.280936 1.811455 255 255 224 0
39524 15.087740 6.289968 1.936873 174 156 119 0
39525 15.267415 6.211604 1.927554 239 232 220 0
39526 15.310358 6.190018 1.938449 210 203 184 0
39527 15.114038 6.374867 1.906999 212 179 140 0
39528 15.163040 6.391782 1.921138 179 152 113 0
39529 14.052060 6.575025 1.819040 246 249 246 0
39530 14.993626 6.494095 1.879445 224 194 164 0
39531 15.073118 6.511524 1.906155 211 176 143 0
39532 15.172270 6.526958 1.875090 244 237 227 0
39533 14.047455 6.733512 1.856236 250 251 247 0
39534 14.179237 6.690390 1.875638 251 252 250 0
39535 14.267850 6.703934 1.929414 253 254 248 0
39536 15.108904 6.652252 1.921411 194 174 142 0
39537 15.156646 6.678112 1.922865 210 192 163 0
39538 25.311872 6.688294 1.881375 63 61 46 0
39539 13.446712 6.888271 1.947838 101 94 78 0
39540 13.932018 6.798514 1.897069 251 249 245 0
39541 14.004659 6.794030 1.861423 249 248 238 0
39542 14.147233 6.766857 1.871455 253 254 253 0
39543 14.268407 6.752502 1.945637 254 255 253 0
39544 14.653963 6.809188 1.934850 251 250 240 0
39545 14.708236 6.806109 1.935644 254 255 251 0
39546 15.132324 6.837871 1.945490 245 247 244 0
39547 15.250937 6.826096 1.921376 251 250 243 0
39548 15.302424 6.828234 1.900088 254 255 254 0
39549 13.880424 7.003228 1.882241 119 85 58 0
39550 14.019857 6.953970 1.832054 232 203 175 0
39551 14.156844 7.034479 1.813498 254 252 242 0
39552 15.129507 6.947971 1.900442 254 254 254 0
39553 15.234560 6.962145 1.933817 253 254 254 0
39554 15.368370 6.984944 1.930811 254 255 255 0
39555 25.477310 7.014865 1.878085 111 105 83 0
39556 13.781130 7.076110 1.887307 98 88 71 0
39557 15.292888 7.061501 1.942006 254 255 251 0
39558 25.500515 7.323919 1.817675 111 108 85 0
39559 25.592882 7.961475 1.938717 145 129 106 0
39560 25.597664 8.341743 1.881406 193 175 125 0
39561 25.650635 8.345470 1.939782 86 87 48 0
39562 25.616774 8.520742 1.872087 95 92 62 0
39563 25.626484 8.725292 1.812457 157 136 89 0
39564 26.703236 10.013698 1.940684 254 254 220 0
39565 42.892864 20.028309 1.873841 86 77 61 0
39566 -8.651396 -17.324017 1.952513 60 72 76 0
39567 -15.955037 -16.702282 2.024429 60 66 53 0
39568 -10.183984 -16.675756 2.063454 45 56 58 0
39569 -9.929418 -16.706594 2.081847 49 62 48 0
39570 -17.678400 -16.515511 2.094188 61 64 58 0
39571 -17.353737 -16.540457 2.090183 62 65 56 0
39572 -16.806084 -16.638557 2.092744 53 56 46 0
39573 -10.115652 -16.597782 2.021650 45 56 54 0
39574 -9.962625 -16.569992 2.025372 43 54 53 0
39575 -9.711779 -16.509476 2.032340 40 49 48 0
39576 -5.915573 -16.529634 1.987163 51 64 63 0
39577 -5.818365 -16.532045 2.029133 49 62 62 0
39578 -17.592348 -16.446848 2.091455 60 62 53 0
39579 -17.528187 -16.401270 2.076244 52 52 38 0
39580 -17.295782 -16.431740 2.067303 101 108 97 0
39581 -16.817200 -16.401880 2.082739 89 105 82 0
39582 -16.695618 -16.395941 2.074036 50 51 43 0
39583 -16.537216 -16.380699 2.064401 49 50 41 0
39584 -15.993495 -16.439365 2.042222 65 68 61 0
39585 -15.870535 -16.434124 2.094638 75 89 85 0
39586 -15.682005 -16.437057 2.055134 74 75 70 0
39587 -9.629026 -16.429081 1.982781 49 63 66 0
39588 -9.533753 -16.359114 1.981193 78 95 105 0
39589 -5.872710 -16.490299 2.089830 43 53 51 0
39590 -5.833153 -16.488749 2.084582 43 53 55 0
39591 -17.447056 -16.283405 2.063154 74 73 66 0
39592 -17.333250 -16.249052 2.047844 63 65 55 0
39593 -17.203171 -16.268934 2.056626 110 121 89 0
39594 -16.999199 -16.333166 2.078623 54 56 40 0
39595 -16.890530 -16.234638 2.071874 84 86 74 0
39596 -16.705761 -16.255375 2.066719 62 66 52 0
39597 -16.554926 -16.278011 2.055171 68 74 59 0
39598 -16.239897 -16.308664 2.019984 53 55 50 0
39599 -16.113855 -16.307129 2.084841 58 58 50 0
39600 -9.531852 -16.344824 1.971045 45 58 63 0
39601 -17.297722 -16.119955 2.051468 66 66 58 0
39602 -17.201557 -16.120399 2.073103 78 83 72 0
39603 -17.075159 -16.174252 2.006069 67 79 65 0
39604 -16.862612 -16.082277 2.066518 70 70 60 0
39605 -16.721142 -16.114876 2.026909 80 93 68 0
39606 -16.585793 -16.120565 2.037673 54 56 43 0
39607 -16.275492 -16.122614 2.053708 55 59 53 0
39608 -15.814369 -16.131821 1.959465 58 61 60 0
39609 -15.389281 -16.050419 2.090113 51 57 42 0
39610 -17.289179 -16.034269 2.055690 61 61 51 0
39611 -17.232265 -16.046368 2.045086 67 67 59 0
39612 -16.828180 -15.999848 2.025053 87 96 78 0
39613 -16.726776 -16.011044 2.018418 74 80 58 0
39614 -16.551088 -16.001921 1.991753 66 70 52 0
39615 -16.473965 -16.017630 2.040401 50 51 39 0
39616 -16.282928 -15.951818 2.017446 55 58 46 0
39617 -15.870294 -15.918477 2.030282 58 61 59 0
39618 -15.702504 -15.955913 2.062640 49 53 47 0
39619 -15.591900 -15.904645 2.043411 56 59 56 0
39620 -15.347885 -16.015026 2.071468 45 50 39 0
39621 -2.018993 -15.917349 2.083824 33 39 28 0
39622 -1.293429 -16.018129 2.087508 46 44 19 0
39623 -16.993816 -15.771553 2.004205 55 57 43 0
39624 -16.851894 -15.822852 2.041454 61 63 48 0
39625 -16.727705 -15.816217 2.064384 58 61 50 0
39626 -16.608061 -15.824599 2.050083 62 69 51 0
39627 -16.428837 -15.812487 1.969111 54 54 43 0
39628 -16.277199 -15.830460 1.996306 52 55 44 0
39629 -16.158527 -15.808937 1.955809 51 53 51 0
39630 -15.962213 -15.819894 2.034750 57 60 52 0
39631 -15.898918 -15.850237 1.989632 62 62 57 0
39632 -15.690387 -15.871985 2.057521 56 57 54 0
39633 -14.748309 -15.808268 2.010499 74 89 71 0
39634 -16.997221 -15.648912 2.045428 74 82 51 0
39635 -16.857342 -15.693756 2.067448 66 71 59 0
39636 -16.725813 -15.656881 2.040729 60 65 49 0
39637 -16.580536 -15.647722 2.031542 55 57 44 0
39638 -16.376070 -15.745893 1.976347 52 52 44 0
39639 -16.223637 -15.668108 2.019093 52 55 47 0
39640 -16.133369 -15.674772 1.977098 53 57 48 0
39641 -15.949269 -15.651920 2.064650 59 62 50 0
39642 -15.812999 -15.671079 1.993990 57 59 49 0
39643 -15.671343 -15.672185 2.007766 60 62 57 0
39644 -15.206917 -15.682785 1.963454 48 52 44 0
39645 -14.758404 -15.727118 1.965754 86 107 83 0
39646 -14.612494 -15.665413 1.986595 72 93 69 0
39647 -2.436597 -15.650095 1.993330 71 91 86 0
39648 -2.358148 -15.688034 2.017249 77 94 87 0
39649 -1.854498 -15.639727 2.078372 58 53 25 0
39650 -16.951149 -15.594823 2.015014 59 59 46 0
39651 -16.818794 -15.530163 2.020400 85 87 72 0
39652 -16.719296 -15.535815 2.063641 74 80 68 0
39653 -16.565559 -15.586258 2.012646 56 58 48 0
39654 -16.235350 -15.583378 1.962816 52 52 41 0
39655 -16.115482 -15.533207 1.995098 53 53 44 0
39656 -15.998853 -15.536316 2.027113 54 57 50 0
39657 -15.796153 -15.492434 1.990478 43 48 35 0
39658 -14.876106 -15.504105 2.010168 80 90 57 0
39659 -14.825578 -15.494235 2.029841 82 93 71 0
39660 -14.489826 -15.574265 2.008902 63 88 59 0
39661 -1.996809 -15.575363 2.064045 45 48 34 0
39662 -1.947818 -15.552559 2.093215 58 50 25 0
39663 -16.859779 -15.420544 2.077998 62 58 43 0
39664 -16.075598 -15.360041 1.952315 59 61 50 0
39665 -15.931241 -15.364517 1.966402 53 55 48 0
39666 -15.893368 -15.436080 1.955843 60 67 54 0
39667 -14.738738 -15.428265 2.035796 94 104 92 0
39668 -14.661279 -15.368631 2.013395 65 72 54 0
39669 -16.711472 -15.165170 1.997973 56 56 44 0
39670 -15.941702 -15.299569 1.956215 59 61 54 0
39671 -15.478724 -15.204464 1.978067 63 67 58 0
39672 -15.380008 -15.180678 1.988349 57 62 49 0
39673 -14.705237 -15.265857 2.032259 113 120 103 0
39674 -14.627096 -15.257906 1.991408 62 72 54 0
39675 -14.241859 -15.196128 2.035114 83 92 77 0
39676 -14.004831 -15.199240 1.967647 74 88 54 0
39677 -13.873398 -15.245974 1.987027 63 65 50 0
39678 -13.791585 -15.261490 1.979208 56 54 34 0
39679 -1.242627 -15.195671 2.011775 42 42 16 0
39680 -0.900317 -15.207658 2.082803 56 57 50 0
39681 -16.819197 -15.011864 2.081555 60 77 72 0
39682 -16.733707 -15.067291 1.989017 63 62 51 0
39683 -15.425179 -15.143125 1.996849 55 57 52 0
39684 -14.593944 -15.049129 1.986001 68 77 67 0
39685 -14.287991 -15.038262 2.019598 59 63 55 0
39686 -14.193977 -15.050464 2.016931 63 68 61 0
39687 -14.029014 -15.072609 2.001344 59 64 58 0
39688 -1.237776 -15.079613 2.013099 56 71 39 0
39689 -16.829872 -14.927900 2.081269 96 112 82 0
39690 -16.729210 -14.929872 2.031152 77 83 66 0
39691 -16.622452 -14.948587 1.996581 67 76 63 0
39692 -14.871364 -14.905143 1.960683 64 73 55 0
39693 -14.800835 -14.906801 1.998950 85 99 72 0
39694 -14.603622 -14.941006 1.969404 78 86 68 0
39695 -14.334332 -14.920434 1.977034 87 97 75 0
39696 -14.196809 -14.920517 1.983141 61 67 63 0
39697 -13.989809 -14.931134 1.984245 60 65 59 0
39698 -13.921406 -14.928567 2.007230 72 82 55 0
39699 -1.771576 -14.851334 1.963795 20 26 1 0
39700 -1.241536 -14.919646 2.071605 60 60 47 0
39701 -1.181415 -14.927267 2.081344 41 53 46 0
39702 -0.517996 -14.947755 2.088867 56 63 36 0
39703 -16.704538 -14.803115 2.078189 95 106 70 0
39704 -16.624771 -14.771157 2.033095 71 83 54 0
39705 -14.585837 -14.762356 1.955241 73 75 49 0
39706 -16.511280 -14.566847 2.020387 68 74 58 0
39707 -16.478815 -14.584662 2.011830 72 87 67 0
39708 -1.283495 -14.569940 1.967864 56 69 41 0
39709 -1.171576 -14.676319 1.971245 49 67 31 0
39710 -0.454566 -14.630401 2.058004 57 57 49 0
39711 -16.562931 -14.476089 2.057632 79 86 69 0
39712 -16.495823 -14.519643 2.026323 86 99 61 0
39713 -1.410641 -14.459737 1.951991 49 56 33 0
39714 -1.292159 -14.438450 1.970708 53 54 35 0
39715 -0.911164 -14.451797 2.024328 53 56 43 0
39716 -0.871509 -14.411479 2.029612 55 60 38 0
39717 -16.750874 -14.320884 2.090322 58 78 50 0
39718 -16.644331 -14.393710 2.087168 65 85 70 0
39719 -1.101715 -14.354837 1.973450 44 48 16 0
39720 -0.978527 -14.326436 1.972965 49 52 33 0
39721 -0.815076 -14.346338 2.039612 50 52 36 0
39722 -0.748083 -14.365181 2.086060 52 52 37 0
39723 -0.540571 -14.277603 1.978269 68 72 53 0
39724 -0.945466 -14.236962 1.978558 43 44 31 0
39725 -0.796044 -14.219377 1.980191 57 62 42 0
39726 -0.673275 -14.153864 1.983900 50 54 32 0
39727 -0.557947 -14.116367 1.992449 49 53 28 0
39728 -0.944823 -14.018136 2.023995 56 59 40 0
39729 -0.622706 -14.090168 1.975413 56 59 37 0
39730 -0.508538 -14.064515 1.980558 52 58 34 0
39731 -0.359698 -13.999574 1.992186 59 64 42 0
39732 -0.273689 -13.961798 2.004444 57 61 38 0
39733 -0.962972 -13.936861 2.051003 58 59 48 0
39734 -0.323425 -13.940371 2.026356 55 56 44 0
39735 -0.206808 -13.916602 1.992808 53 58 37 0
39736 -0.078367 -13.851964 2.000345 48 50 30 0
39737 0.022247 -13.811482 2.023234 37 36 16 0
39738 -17.258240 -13.696289 2.047234 33 40 35 0
39739 -0.036490 -13.791897 2.042477 50 55 36 0
39740 0.080691 -13.763397 2.002897 41 41 20 0
39741 0.219713 -13.688187 2.010070 38 37 18 0
39742 0.320062 -13.654508 2.062025 31 30 5 0
39743 0.282195 -13.638349 1.998960 39 40 19 0
39744 0.372817 -13.599412 2.015740 41 39 20 0
39745 0.499395 -13.526416 2.021737 45 42 21 0
39746 0.622437 -13.515646 2.094953 33 32 11 0
39747 0.567693 -13.479360 2.012596 43 41 21 0
39748 0.670423 -13.422434 2.024372 43 42 19 0
39749 0.770290 -13.365958 2.023159 43 44 24 0
39750 -22.439539 -13.265052 2.095184 39 47 28 0
39751 0.843157 -13.311049 2.019549 51 51 33 0
39752 0.971772 -13.237561 2.024514 48 46 26 0
39753 1.060752 -13.204234 2.074415 30 26 2 0
39754 1.033712 -13.192360 2.021197 58 57 42 0
39755 1.127249 -13.140648 2.022631 51 49 30 0
39756 1.231693 -13.075725 2.024244 56 53 35 0
39757 -22.634518 -13.036494 2.080557 46 45 38 0
39758 -22.428457 -12.925407 2.078373 71 73 67 0
39759 -22.128206 -12.911359 2.074988 59 61 43 0
39760 1.313344 -13.020091 2.020676 63 61 45 0
39761 1.425728 -12.949096 2.023741 83 81 63 0
39762 1.508201 -12.904888 2.020487 97 92 74 0
39763 -22.537107 -12.800437 2.097557 40 33 21 0
39764 -22.412596 -12.807849 2.071688 49 48 35 0
39765 -22.305389 -12.795119 2.052907 44 42 29 0
39766 -22.094191 -12.870040 2.031809 59 63 48 0
39767 -22.003216 -12.837045 2.050463 64 59 48 0
39768 -21.855007 -12.782923 1.993023 67 62 52 0
39769 -19.527201 -12.787372 2.064146 74 83 64 0
39770 -19.479246 -12.819118 2.069164 69 78 70 0
39771 1.491946 -12.894691 2.018206 66 66 42 0
39772 1.574599 -12.850603 2.025070 90 88 73 0
39773 1.686148 -12.776370 2.022601 102 98 81 0
39774 -22.526436 -12.656023 2.098793 68 66 63 0
39775 -22.425123 -12.667417 2.075452 60 61 47 0
39776 -22.259211 -12.738481 2.020832 31 27 11 0
39777 -19.675972 -12.653382 1.964077 66 77 57 0
39778 -19.585707 -12.687031 1.986430 82 96 77 0
39779 -19.419670 -12.702457 2.064809 46 48 38 0
39780 -19.253786 -12.625343 2.012011 39 42 29 0
39781 1.758210 -12.724586 2.021534 109 99 78 0
39782 1.868876 -12.649263 2.025890 118 111 92 0
39783 1.954660 -12.608505 2.053581 91 87 71 0
39784 -23.067961 -12.497200 2.088275 35 31 16 0
