# 3D point list with one line of data per point
#  POINT_ID, X, Y, Z, R, G, B, ERROR
11516 -4.723039 -11.783564 -0.784734 70 87 53 0
11517 -4.577760 -11.777560 -0.778062 70 91 57 0
11518 -4.430469 -11.780185 -0.773583 67 91 52 0
11519 -4.276103 -11.792720 -0.765674 66 87 46 0
11520 -4.126805 -11.785550 -0.755488 70 88 48 0
11521 -3.980078 -11.780098 -0.754403 80 87 50 0
11522 -3.862449 -11.791139 -0.753002 80 94 51 0
11523 -2.479849 -11.733630 -0.891408 52 87 56 0
11524 -18.307926 -11.566495 -0.803159 130 79 67 0
11525 -18.247004 -11.565652 -0.822701 120 79 71 0
11526 -12.772615 -11.619303 -0.804827 187 181 192 0
11527 -12.662901 -11.617658 -0.817827 150 155 164 0
11528 -12.519327 -11.609056 -0.831902 183 223 246 0
11529 -11.799073 -11.606350 -0.840474 117 137 111 0
11530 -10.272532 -11.679979 -0.889549 56 97 59 0
11531 -10.116406 -11.687144 -0.866957 53 98 57 0
11532 -10.009664 -11.613980 -0.843956 67 115 66 0
11533 -9.692028 -11.603747 -0.895185 41 69 34 0
11534 -9.595959 -11.677132 -0.890066 65 103 60 0
11535 -9.204906 -11.586493 -0.884605 55 89 52 0
11536 -9.050576 -11.608359 -0.885955 53 88 51 0
11537 -8.957869 -11.634849 -0.878994 54 87 51 0
11538 -7.592944 -11.693049 -0.895135 37 68 40 0
11539 -7.396887 -11.569732 -0.897617 142 136 127 0
11540 -7.239290 -11.629910 -0.886923 98 101 87 0
11541 -7.107236 -11.654273 -0.891667 95 100 79 0
11542 -6.965079 -11.621243 -0.883310 103 108 87 0
11543 -6.821448 -11.631873 -0.882121 96 105 84 0
11544 -6.675491 -11.631862 -0.876358 99 106 86 0
11545 -6.526642 -11.628939 -0.863841 82 93 70 0
11546 -6.377042 -11.624330 -0.852333 76 92 65 0
11547 -6.227904 -11.625569 -0.837107 75 91 63 0
11548 -6.078163 -11.622909 -0.835770 75 91 65 0
11549 -5.930007 -11.616058 -0.834679 86 96 69 0
11550 -5.776528 -11.622484 -0.820782 79 92 62 0
11551 -5.623998 -11.626785 -0.811935 74 88 56 0
11552 -5.475243 -11.628150 -0.806797 77 91 61 0
11553 -5.323921 -11.626600 -0.795828 70 85 50 0
11554 -5.181983 -11.631094 -0.804327 68 86 53 0
11555 -5.026712 -11.627663 -0.802546 66 84 50 0
11556 -4.871544 -11.628626 -0.796345 75 87 55 0
11557 -4.726574 -11.629396 -0.786219 79 86 56 0
11558 -4.560593 -11.623495 -0.774796 69 88 52 0
11559 -4.434932 -11.633022 -0.769192 74 88 51 0
11560 -4.292913 -11.629401 -0.757474 74 88 48 0
11561 -4.118701 -11.646623 -0.754771 68 87 42 0
11562 -4.016123 -11.675601 -0.752006 86 90 59 0
11563 -3.897488 -11.692584 -0.752816 78 104 51 0
11564 -3.743225 -11.575680 -0.756216 65 83 41 0
11565 -3.518917 -11.633139 -0.751261 69 89 41 0
11566 -18.204760 -11.489558 -0.820972 124 80 70 0
11567 -18.119287 -11.431694 -0.826470 121 81 72 0
11568 -13.122202 -11.471869 -0.817351 172 162 183 0
11569 -12.965435 -11.502811 -0.857208 201 193 221 0
11570 -12.786430 -11.448390 -0.829209 193 192 220 0
11571 -12.662312 -11.469311 -0.810627 170 177 187 0
11572 -12.529833 -11.453060 -0.836171 149 155 144 0
11573 -10.081667 -11.451409 -0.823456 68 113 66 0
11574 -10.038217 -11.501142 -0.817283 74 119 75 0
11575 -9.855967 -11.541862 -0.859725 101 105 94 0
11576 -9.459561 -11.472254 -0.876450 48 81 38 0
11577 -9.331776 -11.521579 -0.883867 45 78 43 0
11578 -9.278191 -11.516863 -0.885376 50 83 48 0
11579 -8.282263 -11.404767 -0.879204 152 146 143 0
11580 -8.039893 -11.406856 -0.894559 150 147 144 0
11581 -7.890164 -11.440105 -0.897642 133 124 114 0
11582 -7.652514 -11.418336 -0.862377 133 131 126 0
11583 -7.557189 -11.434872 -0.878642 133 129 127 0
11584 -7.408378 -11.454485 -0.874391 145 138 132 0
11585 -7.252738 -11.475275 -0.883621 139 135 123 0
11586 -7.115848 -11.470284 -0.883414 147 143 133 0
11587 -6.955779 -11.501662 -0.885820 126 126 111 0
11588 -6.828615 -11.494515 -0.882987 125 127 113 0
11589 -6.667581 -11.488418 -0.875403 113 117 101 0
11590 -6.528373 -11.485438 -0.860561 102 108 91 0
11591 -6.381310 -11.482166 -0.854020 95 103 84 0
11592 -6.219519 -11.486670 -0.844944 108 116 95 0
11593 -6.080203 -11.484346 -0.841521 95 108 83 0
11594 -5.931080 -11.481597 -0.836679 107 116 90 0
11595 -5.772637 -11.477670 -0.815863 105 113 87 0
11596 -5.622152 -11.474750 -0.805228 120 122 98 0
11597 -5.479197 -11.477067 -0.803019 121 124 100 0
11598 -5.329113 -11.480051 -0.796854 125 126 103 0
11599 -5.179421 -11.474409 -0.794999 120 122 98 0
11600 -5.031841 -11.479231 -0.799132 127 125 103 0
11601 -4.876175 -11.474233 -0.790413 119 113 87 0
11602 -4.726421 -11.470662 -0.782820 106 104 76 0
11603 -4.571229 -11.476672 -0.768696 88 99 65 0
11604 -4.419528 -11.471766 -0.758136 73 86 46 0
11605 -4.296974 -11.491509 -0.754210 73 87 46 0
11606 -4.175032 -11.503619 -0.751031 66 86 45 0
11607 -18.197889 -11.296776 -0.819280 129 82 69 0
11608 -18.124353 -11.361123 -0.825979 125 81 69 0
11609 -12.976055 -11.366693 -0.796510 207 210 241 0
11610 -12.817918 -11.316435 -0.809394 202 215 243 0
11611 -12.653957 -11.316249 -0.807379 124 149 142 0
11612 -12.532261 -11.290466 -0.819243 128 155 143 0
11613 -12.416965 -11.260650 -0.815985 114 135 112 0
11614 -10.084559 -11.318685 -0.819491 66 111 69 0
11615 -9.958224 -11.310589 -0.806692 72 99 62 0
11616 -9.889167 -11.350246 -0.864824 77 101 49 0
11617 -8.844037 -11.261693 -0.894556 154 151 147 0
11618 -8.492674 -11.275990 -0.867834 148 144 146 0
11619 -8.330214 -11.339024 -0.878606 152 150 145 0
11620 -8.181240 -11.312645 -0.865488 155 151 146 0
11621 -8.028749 -11.323477 -0.853596 146 142 138 0
11622 -7.871887 -11.323926 -0.851341 136 132 125 0
11623 -7.764068 -11.343027 -0.848978 128 123 118 0
11624 -7.574161 -11.354182 -0.856077 120 115 108 0
11625 -7.418276 -11.315349 -0.831913 129 124 116 0
11626 -7.262608 -11.324756 -0.831835 145 141 132 0
11627 -7.108593 -11.326027 -0.858591 142 141 137 0
11628 -6.964001 -11.341726 -0.866120 140 141 136 0
11629 -6.828501 -11.336896 -0.869810 142 143 140 0
11630 -6.657537 -11.343618 -0.859666 113 116 106 0
11631 -6.533639 -11.337031 -0.853372 114 116 106 0
11632 -6.368301 -11.339372 -0.849519 108 113 99 0
11633 -6.225456 -11.329583 -0.843995 124 127 113 0
11634 -6.080667 -11.334173 -0.841392 106 115 95 0
11635 -5.927481 -11.331882 -0.827874 117 123 101 0
11636 -5.775371 -11.331810 -0.817089 111 119 94 0
11637 -5.619773 -11.342354 -0.808750 119 122 99 0
11638 -5.477814 -11.329075 -0.794509 121 125 101 0
11639 -5.327263 -11.338567 -0.793556 119 123 99 0
11640 -5.174277 -11.339689 -0.793151 107 114 87 0
11641 -5.039287 -11.341111 -0.793495 121 124 100 0
11642 -4.868157 -11.348507 -0.782363 152 136 114 0
11643 -4.718551 -11.344272 -0.783549 151 135 111 0
11644 -4.582724 -11.335788 -0.764436 173 159 133 0
11645 -4.426179 -11.327034 -0.754182 154 146 118 0
11646 -4.319192 -11.322122 -0.752362 184 168 146 0
11647 -1.740890 -11.320055 -0.874509 52 92 54 0
11648 -18.347950 -11.149979 -0.819476 135 84 71 0
11649 -18.272226 -11.221373 -0.827628 132 82 69 0
11650 -12.625062 -11.183141 -0.789111 120 152 138 0
11651 -12.537984 -11.171963 -0.809921 86 120 97 0
11652 -12.424773 -11.223349 -0.833184 96 124 94 0
11653 -10.538380 -11.215612 -0.867217 53 91 51 0
11654 -10.378631 -11.238671 -0.899519 58 91 53 0
11655 -10.238378 -11.246194 -0.870090 46 80 51 0
11656 -10.018752 -11.244692 -0.831652 58 101 59 0
11657 -9.384907 -11.107778 -0.888751 171 166 165 0
11658 -9.055587 -11.147011 -0.863270 176 173 177 0
11659 -8.953594 -11.174224 -0.864958 173 170 173 0
11660 -8.787475 -11.153491 -0.843337 172 169 172 0
11661 -8.667444 -11.172414 -0.862622 153 147 147 0
11662 -8.473288 -11.122398 -0.813906 153 149 145 0
11663 -8.308112 -11.160366 -0.814449 154 151 150 0
11664 -8.174147 -11.151052 -0.798981 155 151 148 0
11665 -8.034595 -11.170069 -0.799433 151 147 143 0
11666 -7.865943 -11.169013 -0.792347 139 135 129 0
11667 -7.713542 -11.161706 -0.780267 134 130 123 0
11668 -7.585183 -11.164596 -0.777187 128 122 119 0
11669 -7.415784 -11.163398 -0.765304 132 127 126 0
11670 -7.261847 -11.181908 -0.769890 141 137 129 0
11671 -7.117079 -11.200056 -0.785474 150 145 138 0
11672 -6.963079 -11.209992 -0.797297 153 150 146 0
11673 -6.831092 -11.205575 -0.785015 161 156 149 0
11674 -6.666358 -11.220316 -0.814869 157 154 151 0
11675 -6.533256 -11.206866 -0.838867 146 146 148 0
11676 -6.357937 -11.210783 -0.840252 157 157 161 0
11677 -6.234973 -11.193010 -0.841702 172 173 178 0
11678 -6.058767 -11.196776 -0.833787 165 168 167 0
11679 -5.923519 -11.193913 -0.830792 167 169 166 0
11680 -5.757654 -11.183798 -0.821873 161 162 154 0
11681 -5.624274 -11.191628 -0.808816 158 158 144 0
11682 -5.477654 -11.185219 -0.809716 136 138 121 0
11683 -5.330572 -11.186017 -0.796683 144 144 127 0
11684 -5.180179 -11.183478 -0.794090 145 143 123 0
11685 -5.036845 -11.227249 -0.774888 178 168 152 0
11686 -4.883782 -11.239234 -0.760802 127 110 89 0
11687 -4.703606 -11.218953 -0.763025 186 169 147 0
11688 -4.579399 -11.216415 -0.758499 214 194 169 0
11689 -4.429429 -11.207684 -0.752925 215 194 171 0
11690 -4.308579 -11.187550 -0.753508 213 191 169 0
11691 -4.087280 -11.162666 -0.750816 226 209 184 0
11692 -4.045539 -11.141294 -0.754887 219 201 178 0
11693 -18.500227 -10.997963 -0.820385 135 85 71 0
11694 -18.421539 -11.074461 -0.822994 134 84 70 0
11695 -9.451871 -10.991344 -0.854397 177 175 177 0
11696 -9.437161 -11.038420 -0.869898 174 168 167 0
11697 -9.193046 -11.048665 -0.842650 172 164 162 0
11698 -9.101640 -10.964603 -0.808115 175 164 164 0
11699 -8.921365 -10.988277 -0.802846 182 179 181 0
11700 -8.761808 -11.005819 -0.800215 171 169 170 0
11701 -8.599518 -11.019554 -0.789114 159 157 157 0
11702 -8.502302 -11.006120 -0.776563 152 148 148 0
11703 -8.328037 -11.012693 -0.765609 154 150 148 0
11704 -8.182775 -11.044400 -0.768219 158 154 154 0
11705 -8.045555 -11.048861 -0.760434 157 152 147 0
11706 -7.856709 -11.066145 -0.754816 153 149 143 0
11707 -7.733990 -11.079288 -0.754983 136 134 132 0
11708 -7.310755 -11.084773 -0.758528 126 127 121 0
11709 -6.384657 -11.072905 -0.751941 163 166 169 0
11710 -6.248859 -11.071832 -0.781359 182 185 196 0
11711 -6.051406 -11.047647 -0.763416 196 201 207 0
11712 -5.974166 -11.067021 -0.754070 192 195 189 0
11713 -5.756800 -11.088939 -0.821739 198 199 212 0
11714 -5.682990 -11.085835 -0.828598 195 199 212 0
11715 -5.466238 -11.082338 -0.815771 180 176 177 0
11716 -5.357717 -11.091981 -0.793359 176 169 164 0
11717 -5.195848 -11.081126 -0.794775 177 169 164 0
11718 -1.203385 -10.977928 -0.845556 54 92 62 0
11719 -18.644007 -10.848468 -0.821173 135 83 70 0
11720 -18.573328 -10.921771 -0.825647 135 84 71 0
11721 -9.468202 -10.895304 -0.828034 175 174 174 0
11722 -9.368511 -10.925648 -0.825119 174 170 170 0
11723 -9.190246 -10.891846 -0.797859 176 171 172 0
11724 -9.084353 -10.917130 -0.799309 188 184 185 0
11725 -8.867029 -10.889132 -0.771952 181 178 177 0
11726 -8.764415 -10.896036 -0.765773 183 181 183 0
11727 -8.653749 -10.911739 -0.760976 175 172 175 0
11728 -8.521034 -10.920978 -0.758918 157 154 153 0
11729 -0.883382 -10.894915 -0.781591 120 139 144 0
11730 -18.791359 -10.692384 -0.820189 133 82 69 0
11731 -18.719322 -10.767586 -0.825450 135 82 70 0
11732 -9.197661 -10.797176 -0.768930 182 178 178 0
11733 -9.093443 -10.769680 -0.756813 174 172 172 0
11734 -0.918985 -10.723181 -0.798605 61 100 66 0
11735 -0.809882 -10.688995 -0.786991 67 109 73 0
11736 -0.709427 -10.692373 -0.790707 42 66 38 0
11737 -18.931927 -10.537576 -0.825955 138 88 75 0
11738 -18.861242 -10.612992 -0.823381 131 82 70 0
11739 -0.677951 -10.554837 -0.791729 49 84 48 0
11740 -19.077234 -10.379638 -0.818473 139 90 76 0
11741 -19.008045 -10.453188 -0.824667 141 92 78 0
11742 -0.632306 -10.449106 -0.783056 53 89 43 0
11743 -0.498292 -10.450947 -0.772996 55 76 63 0
11744 -0.364119 -10.413512 -0.773793 59 95 58 0
11745 -19.215300 -10.218926 -0.817790 133 87 75 0
11746 -19.148605 -10.293173 -0.824758 126 81 69 0
11747 -0.680061 -10.243988 -0.785632 42 75 46 0
11748 -0.435230 -10.275282 -0.811050 60 93 60 0
11749 -19.357180 -10.059581 -0.811230 140 90 77 0
11750 -19.290354 -10.127080 -0.823513 138 90 77 0
11751 -19.415449 -9.976954 -0.823180 124 77 66 0
11752 -19.340239 -10.040339 -0.841380 135 85 72 0
11753 -5.835031 -10.040039 -0.880675 177 175 184 0
11754 -19.546446 -9.815331 -0.821855 119 76 65 0
11755 -19.486807 -9.884909 -0.828365 117 74 64 0
11756 -8.261532 -9.797873 -0.879400 119 122 119 0
11757 -8.156458 -9.811169 -0.838610 120 121 121 0
11758 -8.019022 -9.823917 -0.822491 130 131 135 0
11759 -7.872116 -9.833098 -0.820642 130 132 137 0
11760 -7.723031 -9.839259 -0.822386 126 129 132 0
11761 -7.570720 -9.844126 -0.824276 122 123 123 0
11762 -7.420796 -9.847444 -0.823995 119 120 118 0
11763 -7.272819 -9.849191 -0.826503 107 111 102 0
11764 -7.123264 -9.846522 -0.821182 107 111 101 0
11765 -6.973891 -9.844222 -0.819365 118 119 113 0
11766 -6.823801 -9.840229 -0.819658 120 121 115 0
11767 -6.672317 -9.833299 -0.822937 133 132 131 0
11768 -6.520572 -9.823435 -0.819066 136 134 129 0
11769 -6.379443 -9.812081 -0.822394 129 130 119 0
11770 -6.225845 -9.795212 -0.820541 113 117 102 0
11771 -6.074586 -9.777054 -0.821408 103 109 91 0
11772 -5.938405 -9.762142 -0.819105 103 108 88 0
11773 -5.820568 -9.754972 -0.806531 118 120 106 0
11774 -27.126184 -9.643674 -0.819779 74 87 96 0
11775 -19.680664 -9.643456 -0.830448 115 74 64 0
11776 -19.622076 -9.715822 -0.827650 118 74 64 0
11777 -5.893216 -9.744555 -0.834538 90 95 72 0
11778 -5.765450 -9.732901 -0.822931 100 103 83 0
11779 -5.627175 -9.712804 -0.821626 101 104 83 0
11780 -5.464694 -9.681737 -0.817164 107 108 86 0
11781 -5.335264 -9.656416 -0.819650 106 104 83 0
11782 -5.187760 -9.624120 -0.819136 101 100 77 0
11783 -5.058782 -9.607182 -0.819924 98 99 74 0
11784 -0.415271 -9.723836 -0.790158 47 79 44 0
11785 -0.040055 -9.610555 -0.754303 71 119 80 0
11786 -27.205353 -9.551832 -0.816701 76 94 105 0
11787 -27.123272 -9.520300 -0.846735 63 82 87 0
11788 -26.218212 -9.503481 -0.876744 79 89 105 0
11789 -25.503603 -9.465675 -0.797341 80 92 106 0
11790 -25.398664 -9.506320 -0.889927 92 105 72 0
11791 -19.814198 -9.473533 -0.821474 110 78 68 0
11792 -19.753277 -9.548059 -0.825114 113 76 65 0
11793 -5.127124 -9.593026 -0.830572 90 88 63 0
11794 -5.016167 -9.583651 -0.826058 93 93 68 0
11795 -4.874476 -9.552175 -0.817889 97 93 73 0
11796 -4.729437 -9.516051 -0.823564 106 98 79 0
11797 -4.583007 -9.474259 -0.823236 98 90 68 0
11798 -4.487499 -9.454672 -0.798184 94 90 66 0
11799 -0.137049 -9.554081 -0.770602 53 88 46 0
11800 -27.359802 -9.381765 -0.801132 89 104 117 0
11801 -27.281830 -9.383454 -0.860072 88 108 123 0
11802 -27.132996 -9.390055 -0.879280 68 83 86 0
11803 -26.451904 -9.403352 -0.790374 74 91 89 0
11804 -25.673296 -9.330151 -0.799370 81 100 112 0
11805 -25.591532 -9.396735 -0.772871 70 83 92 0
11806 -25.489447 -9.436546 -0.861661 70 82 89 0
11807 -19.954763 -9.301893 -0.807853 91 99 71 0
11808 -19.882818 -9.380327 -0.824553 99 90 74 0
11809 -4.517050 -9.446550 -0.838053 104 93 72 0
11810 -4.418501 -9.421499 -0.822824 97 89 66 0
11811 -4.268094 -9.378121 -0.821886 91 88 60 0
11812 -4.138217 -9.337345 -0.823027 92 92 63 0
11813 -4.028166 -9.306068 -0.810432 86 90 57 0
11814 -27.630783 -9.154577 -0.793650 77 90 87 0
11815 -27.523300 -9.223702 -0.823476 74 85 86 0
11816 -26.794682 -9.162271 -0.842502 69 86 84 0
11817 -26.463551 -9.250021 -0.853491 68 84 86 0
11818 -25.960945 -9.232109 -0.772832 93 110 125 0
11819 -25.837379 -9.186990 -0.810822 78 85 84 0
11820 -25.743980 -9.254626 -0.854584 81 91 97 0
11821 -20.003956 -9.223266 -0.824234 71 85 54 0
11822 -19.942863 -9.291355 -0.830710 77 89 60 0
11823 -3.955799 -9.276456 -0.817566 86 90 58 0
11824 -3.822248 -9.230582 -0.820186 82 88 54 0
11825 -3.690393 -9.182237 -0.818302 79 87 51 0
11826 -3.588580 -9.153814 -0.817398 76 86 49 0
11827 -27.919506 -9.042991 -0.804569 55 72 69 0
11828 -27.771133 -9.048530 -0.819116 79 90 90 0
11829 -27.669674 -9.089505 -0.841992 72 87 85 0
11830 -27.568480 -9.147264 -0.879771 74 88 87 0
11831 -26.984612 -9.031472 -0.880050 68 81 74 0
11832 -26.123659 -9.030951 -0.805056 68 82 79 0
11833 -26.013788 -9.056142 -0.783974 82 98 97 0
11834 -25.841028 -9.144030 -0.800235 73 83 86 0
11835 -20.138468 -9.049667 -0.826530 50 67 31 0
11836 -20.078909 -9.123146 -0.828774 60 76 41 0
11837 -4.641737 -9.099213 -0.805671 76 92 60 0
11838 -3.609556 -9.146173 -0.812473 78 86 50 0
11839 -3.522769 -9.115718 -0.812598 77 85 50 0
11840 -3.381782 -9.059178 -0.813812 91 91 60 0
11841 -3.269951 -9.014613 -0.819298 86 86 58 0
11842 -28.136723 -8.857501 -0.792262 64 77 70 0
11843 -28.022364 -8.911667 -0.784990 62 71 60 0
11844 -27.850872 -8.989622 -0.823204 77 86 78 0
11845 -27.036913 -8.928926 -0.898718 58 72 57 0
11846 -26.163290 -8.933699 -0.811375 67 83 79 0
11847 -26.095760 -8.973265 -0.811538 73 93 106 0
11848 -20.177576 -8.991039 -0.827546 48 63 29 0
11849 -4.641730 -8.895967 -0.848877 51 58 28 0
11850 -3.406768 -8.899693 -0.897023 61 74 38 0
11851 -3.188553 -8.973289 -0.813347 93 92 64 0
11852 -3.086403 -8.928454 -0.816306 92 90 64 0
11853 -2.949667 -8.869203 -0.829947 90 90 63 0
11854 -28.097269 -8.841270 -0.766949 50 63 46 0
11855 -27.882532 -8.825524 -0.898664 49 63 46 0
11856 -26.449436 -8.705561 -0.839527 49 63 53 0
11857 -26.306200 -8.806085 -0.836329 60 72 64 0
11858 -21.005205 -8.819145 -0.873370 46 66 32 0
11859 -20.907486 -8.767472 -0.846703 50 69 33 0
11860 -20.821579 -8.757981 -0.787180 53 73 36 0
11861 -3.064603 -8.791556 -0.897305 82 86 54 0
11862 -2.902688 -8.814461 -0.841395 91 91 63 0
11863 -2.776238 -8.772682 -0.828699 95 89 67 0
11864 -2.660253 -8.713955 -0.801151 86 82 59 0
11865 -26.560753 -8.584534 -0.802824 60 72 66 0
11866 -26.504774 -8.640797 -0.830720 52 64 54 0
11867 -26.343596 -8.659523 -0.839742 69 79 73 0
11868 -20.880957 -8.652293 -0.816341 63 81 48 0
11869 -20.775053 -8.622725 -0.824202 65 82 51 0
11870 -2.890108 -8.695210 -0.896281 62 74 39 0
11871 -2.772968 -8.680620 -0.894787 71 82 47 0
11872 -2.606096 -8.672691 -0.837967 88 81 62 0
11873 -2.521907 -8.630607 -0.797487 87 84 65 0
11874 -26.733040 -8.469633 -0.821902 61 70 66 0
11875 -26.643370 -8.525875 -0.817495 63 72 69 0
11876 -20.897558 -8.508101 -0.815569 66 80 52 0
11877 -20.761721 -8.479192 -0.821068 69 87 54 0
11878 -20.690002 -8.454247 -0.820875 71 90 55 0
11879 -26.936823 -8.284369 -0.856038 39 41 29 0
11880 -26.812504 -8.380179 -0.805559 47 49 41 0
11881 -20.856445 -8.270966 -0.872462 68 88 49 0
11882 -20.782257 -8.329383 -0.817085 77 95 62 0
11883 -20.685297 -8.394897 -0.854081 62 79 44 0
11884 -34.263260 -8.121579 -0.847842 30 35 26 0
11885 -27.077642 -8.188733 -0.869633 46 45 33 0
11886 -21.076290 -8.163485 -0.754457 78 91 65 0
11887 -20.897295 -8.161581 -0.829078 84 93 73 0
11888 -20.822319 -8.213467 -0.843790 87 102 79 0
11889 -34.519058 -8.030257 -0.752900 38 45 20 0
11890 -34.425037 -8.052478 -0.807127 32 39 18 0
11891 -20.873589 -8.095466 -0.855666 96 107 102 0
11892 -20.837542 -8.091882 -0.885828 74 82 59 0
11893 -20.856993 -7.869120 -0.811415 39 49 27 0
11894 -20.790571 -7.850172 -0.807235 69 84 64 0
11895 -20.571756 -7.848594 -0.849600 154 169 189 0
11896 -20.545017 -7.842584 -0.861124 138 151 162 0
11897 -34.816460 -7.743412 -0.805126 33 47 35 0
11898 -23.478033 -7.652556 -0.870839 84 91 64 0
11899 -20.741838 -7.735542 -0.812874 70 82 66 0
11900 -20.615253 -7.719267 -0.854505 134 146 164 0
11901 -23.425537 -7.584994 -0.835608 76 77 60 0
11902 -23.396646 -7.564892 -0.865079 80 89 64 0
11903 -21.021612 -7.524979 -0.858367 150 170 205 0
11904 -20.968716 -7.520260 -0.818043 96 109 119 0
11905 -20.801527 -7.644962 -0.769134 90 88 82 0
11906 -20.598204 -7.606053 -0.842555 132 143 164 0
11907 -20.096062 -7.628472 -0.888354 183 193 234 0
11908 -19.857445 -7.518441 -0.882748 174 187 229 0
11909 -23.428135 -7.481122 -0.844910 69 72 55 0
11910 -21.028618 -7.411085 -0.833296 83 95 104 0
11911 -20.926914 -7.423894 -0.818944 77 89 83 0
11912 -19.972599 -7.412570 -0.879088 176 189 234 0
11913 -19.892939 -7.470480 -0.886307 179 189 232 0
11914 -26.255211 -7.227671 -0.840748 74 83 84 0
11915 -20.905897 -7.279264 -0.818798 101 113 114 0
11916 -20.830599 -7.298109 -0.821751 122 140 156 0
11917 -20.168570 -7.207273 -0.897097 173 187 229 0
11918 -20.010338 -7.323205 -0.896078 171 186 233 0
11919 -26.260326 -7.060508 -0.898838 93 94 92 0
11920 -26.208906 -7.145008 -0.818873 84 94 98 0
11921 -21.001078 -7.136153 -0.852921 87 94 96 0
11922 -20.921701 -7.134780 -0.824672 96 108 109 0
11923 -20.035915 -7.196455 -0.889314 169 182 231 0
11924 4.948573 -1.530327 -0.858578 108 118 114 0
11925 5.068137 -1.540753 -0.837770 83 96 64 0
11926 5.112102 -1.549890 -0.847121 69 90 50 0
11927 5.025532 -1.492220 -0.836582 90 101 69 0
11928 4.478139 0.588886 -0.851584 172 158 145 0
11929 4.611544 0.595753 -0.815156 151 139 121 0
11930 4.479125 0.649146 -0.864419 160 148 137 0
11931 4.607723 0.661146 -0.817547 159 147 133 0
11932 4.654179 0.621811 -0.806915 157 143 128 0
11933 4.601410 0.756170 -0.801282 124 125 109 0
11934 -18.473986 -20.779352 -0.601884 207 190 168 0
11935 -21.945419 -17.892361 -0.664477 51 53 48 0
11936 -21.889841 -17.957506 -0.674634 49 51 46 0
11937 -22.087721 -17.753056 -0.650884 58 61 57 0
11938 -22.019463 -17.813421 -0.656014 55 59 57 0
11939 -22.241329 -17.585110 -0.650781 57 61 57 0
11940 -22.164053 -17.646126 -0.677485 60 63 62 0
11941 -22.376604 -17.425077 -0.644268 58 59 49 0
11942 -22.297678 -17.496840 -0.667196 58 61 55 0
11943 -22.524778 -17.265989 -0.634837 46 48 43 0
11944 -22.443653 -17.335825 -0.667202 56 57 49 0
